DANTE;3.53;-2.56;3.89;7.12
DANU;6.46;-4.56;4.53;-6.55
DANUBE;0.51;-3.2;1.91;-6.2
DAPHNE;4.97;-4.62;2.23;-1.67
DAREDEVIL;4.3;-0.58;3.04;8.21
DARTH VADER;7.9;9.41;2.26;-8.6
DASH;1.59;-4.62;2.61;-2.89
DASHER;1.17;-4.15;1.52;-2.82
DAWN;6.79;2.88;2.86;2.02
DAZZLER;7.11;-0.86;2.07;-2.47
DEBUTANTE;3.77;7.22;3.93;5.28
DEEOGEE;0.19;6.11;3.96;3.47
DEGAS;3.28;4.82;4.02;-2.39
DÉJÀ VU;3.15;0.98;0.36;1.85
DELILAH;3.88;-0.52;4.17;-0.09
DELTA;7.73;0.48;3.57;1.58
DERBY;6.54;-3.45;4.27;-3.44
DESDEMONA;6.3;4.38;1.83;9.4
DESIREE;5.54;-0.48;3.26;2.22
DESOTO;3.36;-4.71;2.71;9.68
DESPERADO;0.93;2.34;2.69;9.69
DETONATOR;8.37;5.2;0.63;8.23
DETOUR;0.22;4.41;3.98;-9.21
DEUCE;3.86;0.39;1.84;4.8
DEVIL;9.54;4.07;1.12;7.85
DEW;5.26;-0.38;1.76;4.03
DEXEDRINE;6.83;5.04;1.67;-2.07
DIABLO;1.37;4.62;0.7;-0.39
DIAMOND;2.5;-0.83;0.21;-3.15
DICE;6.96;0.61;0.19;-8.52
DICKENS;4.96;-2.67;4.74;-4.34
DIDDLEY;1.45;2.88;3.54;0.73
DIDI;1.44;4.47;2.55;6.53
DIGBY;9.98;9.97;0.32;-7.86
DIGGER;6.75;3.13;3.61;0.48
DIM SUM;6.06;-2.84;0.86;-1.2
DINGO;5.04;-1.31;0.51;4.07
DINO;7.03;-2.18;3.07;9.05
DIVA;2.45;3.46;0.51;7.52
DIVOT;6.36;9.18;0.08;0.06
DIXIE;0.73;5.48;1.16;1.3
DIZZY;9.25;2.62;3.38;8.01
DOC;4.53;1.13;2.64;3.66
DODGER;0.44;7.13;2.82;9.71
DODO;7.57;-4.71;0.79;6.21
DOGLET;5.68;-0.98;0.29;-4.69
DOGZILLA;5.45;-4.25;1.27;9.89
DOHENY;0.87;8.78;1.1;-3.21
DOLCE;5.16;2.76;1.65;8.62
DOLLY;5.19;5.72;2.42;2.3
DOMINO;4.12;-1.71;4.13;2.78
DON;7.26;8.78;0.1;-9.26
DONNER;3.81;2.89;3.23;9.97
DOODLE;5.77;6.51;1.1;6.58
DOOGIE;5.89;2.89;3.75;5.11
DOOLITTLE;8.52;7.48;4.87;-0.33
DOONESBURY;0.73;2.83;0.71;7.28
DOTS;6.22;6.23;3.84;-0.3
DOUBLE-O-SEVEN;1.28;-1.66;4.16;-4.41
DOUGH-BOY;0.18;-1.28;3.6;0.15
DOZER;7.4;-2.71;3.03;1.16
DR. WHO;5.18;4.8;0.49;-8.4
DRACO;8.25;-3.46;3.44;7.77
DRAGON;1.5;-0.74;4.83;8.77
DRAMBUIE;3.1;4.72;3.09;-1.9
DREADNOUGHT;2.61;1.38;4.69;1.71
DREAMER;3.16;-4.08;4.71;8.1
DREAMWEAVER;7.44;7.16;1.25;5.19
DROOPY;9.55;-2.89;2.6;-3.25
DRUMMER;8.59;6.44;3.03;6.63
DUBONNET;5.35;6.82;2.92;3.08
DUCHESS;0.59;1.82;2.42;-3.02
DUDE;1.63;0.42;4.02;8.46
DUDETTE;4.51;9.01;4.52;-5.53
DUDLEY;0.35;-3.36;0.1;5.57
DUFFY;7.93;7.91;4.05;-4.01
DUGONG;9.32;-1.28;2.12;1.97
DUKE;1.72;-3.22;2.81;-4.19
DUMPLING;6.72;2.03;1.42;-9.73
DUN;7.51;5.97;1.22;-3.56
DUNCAN;5.72;9.02;2.77;2.06
DUNK;2.43;6.5;3.58;1.38
DURANGO;1.52;-4.04;4.68;8.27
DUSTMOP;9.93;-2.97;3.22;4.59
DUSTY;6.25;4.7;1.21;-7.41
DWEEB;8.13;2.21;4.79;-3.69
DYLAN;9.41;-3.28;0.63;-9.11
DYNAMITE;9.82;3.67;2.23;-9.87
DYNAMO;3.88;9.7;2.58;-6.55
E.T.;0.29;8.63;2.14;0.99
EBI;0.41;6.78;1.73;-7.57
EBONY;2.15;0.31;3.69;9.03
ECHO;5.63;-3.78;1.99;1.84
ECLIPSE;8.48;-2.5;2.27;8.69
EDELWEISS;1.29;-1.26;1.73;2.28
EDGE;8.34;4.85;0.49;8.32
EGGO;5.09;-1.68;1.75;7.62
EINSTEIN;0.92;-0.95;1.23;9.67
ELF;5.52;0.85;3.67;-3.92
ELIAS;7.45;9.48;3.82;2.23
ELMER;6.15;-1.03;3.26;-7.26
ELMO;2.29;-3.52;0.7;-7.91
ELROY;6.95;4.97;3.73;-4.05
ELSA;7.01;-1.98;2.91;-9.86
ELVIRA;2.81;2.9;0.98;4.81
ELVIS;4.07;0.5;4.47;9.38
EMERALD;2.08;3.84;3.47;9.98
EMERSON;8.95;-2.82;1.35;6.07
EMILY;0.15;3.06;1.05;-4.96
EMMA;2.18;-3.14;2.66;4.47
ENCHILADA;5.96;0.84;2.98;0.84
ENERGIZER;5.28;4.57;2.35;9.96
ENZO;1.43;-2.19;2.04;9.94
EPCOT;6.98;-1.03;1.24;0.43
EPIC;6.71;-0.78;2.34;-6.54
EPSTEIN;8.69;-4.4;0.58;-9.6
EQUITY;6.3;6.58;0.32;7.52
ERROL;0.71;3.53;4.21;7.93
ESCAPADE;3.74;8.52;4.03;-8.14
ESCORT;3.04;1.9;2.95;9.06
ESKIMO;5.2;1.6;2.6;7.36
ESPRIT;7.31;6.3;1.11;-0.75
ESPRESSO;4.49;0.82;3.67;-4.73
EUPHRATES;8.74;-0.99;0.91;-3.04
EUREKA;4.81;2.81;3.0;5.01
EUROPA;9.58;-4.26;2.32;-1.07
EWOK;4.9;3.91;1.65;3.13
EXCALIBUR;7.98;0.22;1.76;-8.01
EXETER;9.72;-1.16;2.38;0.41
FABLE;8.74;6.83;4.46;1.1
FACE;8.48;9.32;3.18;-0.46
FAJITA;4.88;4.93;1.47;8.47
FALAFEL;5.14;1.33;2.18;-9.45
FALCON;1.42;2.93;3.72;3.47
FANCY;9.02;2.42;4.14;6.47
FANDANGO;5.49;3.12;1.51;8.11
FANG;5.85;0.33;0.47;-3.87
FANTASIA;8.94;-2.39;4.35;7.88
FATAL BEAUTY;1.88;2.24;0.39;-3.42
FATS;2.7;-0.86;2.14;2.65
FATSO;6.19;7.84;2.62;-7.47
FATTY;4.07;4.5;4.9;-2.48
FAUST;9.02;-1.58;2.9;-5.29
FAUX PAS;1.05;1.91;4.75;-1.81
FEDORA;6.22;2.5;4.02;-5.22
FELIX;0.1;2.39;4.75;0.84
FENDER;2.55;2.83;1.28;-1.17
FENNEL;6.31;4.26;0.72;-8.87
FENWAY;9.03;7.64;2.53;6.77
FERDINAND;7.33;-1.92;3.37;-7.92
FERREO;1.99;-1.54;3.2;-9.95
FIDO;5.13;3.71;4.18;5.75
FIESTA;4.14;-4.83;3.02;4.56
FIFI;1.95;-0.51;4.86;-1.64
FIGARO;0.13;2.74;2.2;1.66
FIJI;9.4;-2.64;1.42;3.49
FIKRI;2.08;-2.0;1.51;3.77
FINK;2.24;-3.28;0.2;3.55
FINN;2.51;-1.67;1.31;-2.48
FIREBUG;0.6;3.28;4.2;-6.26
FIRECRACKER;5.07;3.27;1.49;1.22
FISHBONE;7.27;3.18;4.8;-1.32
FIZZ;5.59;8.29;0.11;9.32
FLANNEL;8.95;-3.96;4.58;-3.65
FLAPPER;8.84;9.13;4.83;0.67
FLASH;2.84;-0.22;3.78;8.97
FLETCH;8.47;8.7;2.7;3.29
FLEUR;2.57;3.6;3.79;5.85
FLICKER;0.58;-2.69;4.83;-7.34
FLING;9.93;-0.9;2.5;7.66
FLIPPER;3.33;0.67;3.95;5.78
FLIRT;1.34;-1.53;2.58;7.21
FLORA;8.06;9.11;3.91;-1.48
FLOWER;0.44;-2.39;4.87;6.25
FLOYD;9.42;9.72;1.7;-1.87
FLUFFY;0.83;-4.8;0.58;-6.77
FLURRY;4.81;2.49;3.41;8.55
FLUSH;5.37;3.1;1.87;-8.41
FLY GIRL;5.75;4.75;2.34;-9.38
FOIE GRAS;0.98;2.05;2.12;-6.36
FONDUE;6.49;7.3;3.06;4.31
FONZI;0.38;9.88;2.86;-0.56
FOOTBALL;7.38;-0.83;2.22;5.64
FORMOSA;4.73;-0.79;1.17;5.79
FOXY;3.4;1.69;2.48;-4.96
FRANKENSTEIN;3.66;4.23;2.15;-5.16
FRANKIE;0.35;-3.29;2.52;-0.1
FRAZIER;1.5;-4.1;2.63;-2.9
FRECKLES;4.05;-3.27;2.47;-1.79
FREEBIE;1.31;7.77;3.28;8.94
FREEWAY;0.2;-0.57;4.89;-4.2
FREUD;0.57;9.24;2.76;8.87
FRIAR TUCK;4.97;7.07;3.24;-5.72
FRIDAY;4.98;1.04;3.61;2.67
FRISBEE;9.25;-4.63;0.55;-7.96
FRISKY;9.35;2.01;1.01;-7.9
FRITZ;1.55;5.06;2.47;5.54
FRODO ;6.97;4.85;1.6;6.84
FROGGY;7.36;8.32;0.27;3.22
FROSTY;1.49;-3.01;0.94;4.62
FU MAN CHU;5.08;0.57;0.27;9.12
FU MING CHU;7.66;-3.0;4.41;9.04
FUCHSIA;1.37;7.37;2.68;-1.26
FUDD;9.94;0.29;2.57;0.1
FUDDLES;0.89;-0.48;4.01;-5.9
FUDGE;0.4;1.7;3.23;-2.89
FUNGUS;8.29;-1.48;3.48;-9.38
FUNKY;9.86;-3.56;3.8;-1.42
FUNNYGIRL;2.65;-1.95;0.08;-7.25
FURBALL;8.69;-0.56;3.8;9.24
FURFACE;6.92;5.98;3.08;0.76
FURIOSO;6.34;7.16;3.28;8.59
FURR;7.76;5.32;0.4;-3.92
FUZZIE;0.8;9.36;4.81;0.83
GAELIC;3.27;-4.22;0.0;-2.89
GALILEO;2.18;-2.91;2.29;-8.86
GAMBLER;8.94;-2.84;1.03;3.24
GARBO;6.74;7.33;1.45;-2.22
GARGOYLE;4.52;3.73;2.77;8.95
GARLIC;0.34;8.11;3.17;-4.97
GARP;6.87;3.03;0.34;-4.63
GATEKEEPER;2.69;1.41;1.75;6.55
GATOR;6.66;-4.03;2.66;-8.37
GATSBY;6.47;5.68;1.73;-5.92
GAVIN;9.02;4.12;4.43;3.28
GAZELLE;7.68;2.87;3.16;-9.02
GAZPACHO;0.76;8.75;4.78;9.97
GECKO;6.16;-1.16;1.12;-4.15
GEEKIE;9.61;9.62;2.08;-0.4
GEEZER;7.78;4.9;1.95;5.43
GEISHA;2.83;5.78;0.04;-8.68
GEMINI;2.18;6.88;4.75;-7.96
GENESIS;5.68;4.1;1.89;4.73
GENGHIS;2.58;6.65;2.74;-5.09
GENIE;2.33;-0.07;0.58;-2.72
GENIUS;6.55;0.21;0.74;0.53
GEORGIA;4.31;-1.77;4.01;-2.72
GEPPETTO;9.15;0.0;0.9;-8.44
GERBIL;4.39;-2.75;0.95;4.91
GERONIMO;2.54;2.5;0.3;9.06
GERTRUDE;5.95;-4.63;3.99;-1.7
GHIRADELLI;8.27;1.72;0.14;-1.99
GHOSTBUSTER;0.53;-4.3;2.78;6.94
GIDDY;1.46;2.05;2.66;-9.44
GIDEON;8.9;1.71;1.34;-0.05
GIDGET;8.1;3.35;2.89;7.17
GIGGLES;3.12;0.91;0.26;1.08
GIGI;9.48;9.64;4.01;0.06
GIGOLO;9.97;-2.77;0.09;8.11
GILLIGAN;0.29;-3.6;0.88;8.87
GIMP;8.4;6.74;4.04;-1.42
GIN;9.18;0.46;2.92;3.39
GINGER;6.15;-4.97;4.11;9.27
GINGERSNAP;3.35;5.27;3.55;-7.05
GINGHAM;3.22;7.9;0.98;1.81
GINSENG;1.05;2.52;4.78;7.33
GIPPER;2.53;1.71;4.47;-8.58
GIRL;8.48;0.68;1.67;-0.94
GIRLFRIEND;0.28;7.3;2.29;1.17
GIRO;9.94;9.14;2.74;1.54
GISELLE;1.32;6.14;1.45;9.2
GIZMO;2.82;0.59;3.67;3.2
GLADSTONE;7.18;-4.4;2.54;0.84
GNOME;1.25;8.03;2.64;2.07
GOBBLE;6.97;4.01;3.71;3.15
GOBLIN;4.95;6.65;2.33;-9.23
GODFATHER;3.9;0.28;2.09;4.01
GODZILLA;2.13;-0.69;4.45;6.52
GOETHE;2.45;5.97;2.04;3.09
GOLDIE;7.94;8.33;4.14;6.22
GOLDILOCKS;4.1;2.14;0.34;6.97
GOLIATH;2.47;-4.88;2.77;-9.12
GOMER;1.66;6.61;0.29;5.61
GOOBER;4.62;2.38;3.94;9.61
GOOCH;4.94;-3.85;2.39;-7.47
GOOMBA;0.87;8.34;3.72;-2.11
GOOSE;2.99;-3.15;0.89;-4.18
GOPHER;0.38;5.08;2.32;9.45
GORDO;0.54;9.71;1.57;-7.53
GORGEOUS;0.37;7.77;0.92;7.22
GORILLA;8.95;-2.74;2.49;3.05
GORKY;8.22;4.76;3.24;2.44
GOUDA;4.14;-4.49;0.39;9.18
GRACE;9.19;-2.63;2.98;-2.82
GRANDEUR;7.02;-0.18;2.29;0.92
GRAZIE;1.31;-2.84;4.47;9.75
GREMLIN;3.81;-3.54;2.28;6.46
GRETEL;1.26;1.99;4.93;8.01
GREYSTOKE;6.6;5.58;0.45;1.33
GRITS;7.82;5.99;3.24;0.0
GRIZZLY;6.86;5.46;1.78;-0.63
GROUCHO;1.67;-2.66;1.2;-2.99
GROVER;7.01;0.74;4.11;-7.26
GRUMPUS;3.2;6.46;4.61;8.71
GRUMPY;7.83;7.23;0.63;-6.69
GRUNGE;2.02;1.22;2.61;-4.95
GRUNION;1.78;-1.37;3.6;-7.47
GRUNT;4.84;-1.11;0.19;4.7
GUAYMAS;5.15;-0.2;2.13;2.23
GUCCI;0.58;4.06;4.81;-5.0
GUFFAW;3.95;5.07;3.23;3.51
GUIDO;4.07;0.2;4.49;-7.18
GUINEVERE;1.44;3.16;1.52;-4.03
GULLIVER;2.46;0.79;0.8;1.53
GUMBALL;7.51;4.86;4.24;4.59
GUMBO;0.59;5.82;1.66;3.46
GUMBY;2.38;2.74;4.59;6.63
GUMDROP;4.51;-3.09;4.89;-7.18
GUMMIE BEAR;0.08;6.36;2.34;5.53
GUMPS;4.26;4.17;4.87;-1.21
GUNG HO;9.27;-0.21;2.34;4.36
GUNNER;0.23;-4.04;0.72;3.61
GUNTHER;1.58;2.26;2.43;-4.05
GURU;9.26;6.59;0.99;5.37
GUS;0.24;-3.35;3.82;-8.03
GUSSY;9.51;6.19;0.7;0.19
GUSTO;4.14;3.63;2.89;-1.71
GUY;5.68;-4.99;3.06;3.75
GYPSY;5.02;-0.91;0.05;8.83
GYRO;8.23;-1.3;4.56;-3.18
HACHI-KO;8.06;4.91;2.08;-4.85
HACKI-SACK;3.43;4.86;2.93;4.44
HALCYON;8.4;-1.68;1.15;-5.96
HALEY;2.79;4.49;4.31;3.86
HAM;9.0;7.37;4.36;0.53
HAMLET;3.6;5.98;1.71;0.6
HAMMER;7.32;0.22;4.48;-1.58
HANCOCK;4.47;-1.64;3.3;-2.37
HANDSOME;1.21;3.42;3.35;5.46
HANNIBAL;2.14;8.49;0.49;7.42
HANSEL;6.55;4.15;1.05;-4.02
HAPPY;8.76;-3.49;1.64;1.66
HAPPY FEET;1.93;4.37;4.74;7.49
HARD ROCK;0.94;-3.24;3.78;-1.87
HARDY;8.05;-0.96;2.89;4.28
HARLEY;4.47;0.94;0.82;9.92
HARMONY;1.95;-0.87;1.26;-5.42
HARPO;1.33;-1.52;3.17;6.52
HARVEY;8.95;-1.01;3.77;4.1
HASKELL;7.78;7.8;4.62;1.43
HAVANA;7.26;1.23;2.27;-7.06
HAVOC;4.96;-3.34;3.86;6.35
HAWK;3.17;6.25;0.77;8.1
HAWKEYE;6.16;-2.77;4.21;-3.43
HAZER;6.85;-3.01;0.53;9.14
HEARTBREAKER;6.95;6.79;1.3;-2.84
HEARTS;1.6;-1.31;4.29;8.79
HEATHCLIFF;7.21;2.3;4.65;5.09
HEATHER;1.62;-3.27;3.46;-3.68
HEAVEN;6.61;-3.09;0.69;6.78
HEDGEHOG;6.05;9.49;3.88;-4.55
HEFTY;7.29;9.54;0.4;-4.2
HEIDI;9.51;2.29;1.73;-5.54
HEIRESS;0.39;2.87;1.7;0.68
HERCULES;1.72;6.56;2.5;-9.63
HERMAN;5.14;-1.58;2.37;-2.35
HERMES;1.61;2.76;2.29;-5.08
HERMIT;2.26;-3.5;0.92;7.62
HERO;3.33;-0.97;1.61;-5.88
HERSHEY;5.29;7.39;3.94;2.81
HICKORY;4.58;6.1;3.65;-0.94
HILDA;6.54;8.9;4.61;-7.77
HIPPO;9.9;3.43;4.65;9.98
HIPPODROME;6.45;9.06;3.53;1.12
HISTORIA;4.04;9.28;0.74;0.97
HOAGIE;7.97;6.78;4.14;4.05
HOBBIT;3.18;-2.81;1.46;-2.43
HOBO;9.68;6.77;1.12;-3.72
HOCUS-POCUS;4.21;4.33;1.89;4.4
HOG;4.31;8.81;1.79;-6.64
HOLLY;4.65;1.51;0.99;5.47
HOLLYWOOD;1.51;0.33;1.3;-6.35
HOMEBOY;8.61;-2.26;0.51;3.79
HOMER;6.24;-0.03;4.16;3.47
HOMEY;6.21;1.71;4.92;-6.75
HONCHO;6.94;8.25;0.32;9.76
HONEY;6.95;5.79;3.77;-0.53
HONEY BEAR;9.65;-3.94;0.96;9.87
HONEYBEE;9.48;-2.98;4.71;-7.71
HONEYSUCKLE ROSE;7.29;3.99;4.66;-6.58
HONKY-TONK;3.11;3.41;1.04;-3.09
HOOCH;5.34;-3.86;1.51;-4.2
HOOD;8.74;7.64;4.45;-3.96
HOOFMAN;7.96;-1.18;3.57;8.33
HOOK;9.28;-1.22;4.39;0.31
HOOLIGAN;1.05;-4.87;1.45;-5.42
HOOSIER;2.48;1.52;2.15;9.29
HOOVER;1.04;8.63;3.14;7.68
HOPE;1.18;1.47;3.72;-9.84
HORACE;0.98;4.25;2.27;8.62
HORATIO;8.65;3.12;1.86;6.57
HORS D'OUVRES;7.86;2.42;4.38;9.97
HORSHACK;9.5;-3.47;4.05;-5.13
HORUS;7.56;-3.16;1.05;-5.01
HOT DOG;8.43;2.07;4.21;9.72
HOTSHOT;6.38;4.66;2.78;6.81
HOUDINI;2.42;6.78;2.4;6.84
HOWARD;0.68;-3.24;3.02;7.58
HOWLER;3.74;-1.16;2.82;-5.36
HUBBA HUBBA;8.44;-0.65;1.87;-7.85
HUBBLE;4.24;-3.6;1.85;-7.61
HUCK;9.31;2.32;4.23;6.11
HUDSON;3.33;0.08;4.04;-2.95
HUGGER-MUGGER;1.98;3.0;3.34;3.23
HUGO;5.19;-2.55;0.15;5.9
HULK;0.45;7.92;2.17;1.53
HUMDINGER;2.51;1.27;2.67;7.55
HUMPHREY;3.04;-0.72;1.07;3.25
HUNTER;7.36;2.78;0.55;-1.79
HUNTRESS;0.54;-4.15;1.48;8.23
HURRICANE;1.52;8.88;0.94;5.77
HYDE;2.7;-2.45;1.77;-4.51
ICARUS;1.76;7.06;2.2;8.95
ICEMAN;4.14;-3.92;2.48;-7.17
ICE-T;7.52;4.73;3.49;3.55
ICON;3.93;-1.88;4.52;-0.8
IDA;1.47;8.8;2.7;-6.7
IDITAROD;5.12;-3.75;4.99;9.59
IGGY;5.24;-4.87;0.59;7.43
IGLOO;3.23;6.37;1.9;-2.82
IGNATIUS;6.02;-4.14;0.26;-7.5
IGOR;5.13;9.43;4.81;-7.44
INCA;1.22;2.0;2.4;-9.83
INDIANA;2.24;-1.41;0.08;4.82
INDIE;1.81;-3.27;3.01;-1.07
INDIGO;4.53;7.25;0.54;-5.8
INFINITY;6.72;3.89;1.44;1.41
INKY;4.21;-3.31;0.43;-8.98
INTELECTUS;3.7;-4.59;2.94;4.98
INTREPID;0.64;-4.24;3.13;0.83
IODINE;4.25;-1.07;1.11;7.58
IOTA;0.31;4.55;0.09;0.46
IRA;2.76;2.08;1.95;6.29
IRIE;8.41;1.54;0.66;-5.41
IRIS;2.74;2.56;2.42;-9.19
IRRESISTIBLE;0.9;8.5;4.12;7.82
ISABELLE;5.09;2.24;2.55;8.98
ISHTA;8.49;5.77;0.87;-7.97
ISHTAR;6.32;2.54;1.73;-2.96
ISIS;6.6;4.1;1.6;-6.58
IVY;6.8;1.7;0.64;-8.86
